"PC","var_explained","cum_var"
306,1.64508373864077e-06,0.999992502417734
307,1.26253164203506e-06,0.999993764949376
308,1.17562424933657e-06,0.999994940573626
309,1.1188245868931e-06,0.999996059398213
310,8.38370145488915e-07,0.999996897768358
311,6.77928486856989e-07,0.999997575696845
312,5.8218393323878e-07,0.999998157880778
313,5.52145190074693e-07,0.999998710025968
314,4.58403693877539e-07,0.999999168429662
315,2.21140336058581e-07,0.999999389569998
316,1.85702589032511e-07,0.999999575272587
317,1.4600998986222e-07,0.999999721282577
318,1.22578678801993e-07,0.999999843861256
319,8.30953225785632e-08,0.999999926956579
320,3.4127874509473e-08,0.999999961084453
321,2.51263744500234e-08,0.999999986210828
322,7.15224492635344e-09,0.999999993363072
323,4.93453707839181e-09,0.999999998297609
324,1.69898927856763e-09,0.999999999996599
325,3.40132359405779e-12,1
